dataset,method,group,top_features,class_coverage,reconstruction_accuracy,reconstruction_std,semantic_preservation
nyt,clustering,1,47,0.6481653233483703,0.828,0.05600000000000001,2.0
nyt,clustering,1,48,0.6481653233483703,0.8300000000000001,0.048166378315169185,2.0
nyt,clustering,1,49,0.6481653233483703,0.82,0.047749345545253286,2.0
nyt,clustering,1,50,0.6481653233483703,0.82,0.04690415759823429,2.0
nyt,featurization,1,1,0.201365949490064,0.30600000000000005,0.02576819745345025,0.0
nyt,featurization,1,2,0.38262615890698454,0.472,0.04069397989875162,0.0
nyt,featurization,1,3,0.38262615890698454,0.46799999999999997,0.06046486583132391,0.0
nyt,featurization,1,4,0.38262615890698454,0.47800000000000004,0.0507543101617981,0.0
nyt,featurization,1,5,0.3855582341234217,0.49800000000000005,0.03709447398198283,0.0
nyt,featurization,1,6,0.3855582341234217,0.558,0.05381449618829484,0.0
nyt,featurization,1,7,0.3973458626805142,0.55,0.05099019513592784,0.0
nyt,featurization,1,8,0.3973458626805142,0.5599999999999999,0.0565685424949238,0.0
nyt,featurization,1,9,0.3973458626805142,0.556,0.06799999999999999,0.0
nyt,featurization,1,10,0.3973458626805142,0.562,0.0574108003776293,0.0
nyt,featurization,1,11,0.5409184625990463,0.6880000000000001,0.03544009029333868,0.0
nyt,featurization,1,12,0.5409184625990463,0.684,0.04586937976471885,0.0
nyt,featurization,1,13,0.5603637856043038,0.7140000000000001,0.03979949748426478,0.0
nyt,featurization,1,14,0.5603637856043038,0.7180000000000001,0.0354400902933387,0.0
nyt,featurization,1,15,0.5603637856043038,0.712,0.038157568056677825,0.0
nyt,featurization,1,16,0.606046796200576,0.752,0.042614551505325025,0.0
nyt,featurization,1,17,0.6291034486128992,0.8119999999999999,0.04791659420284376,0.0
nyt,featurization,1,18,0.6291034486128992,0.8160000000000001,0.05462600113499065,0.0
nyt,featurization,1,19,0.6291034486128992,0.8140000000000001,0.0531413210223457,0.0
nyt,featurization,1,20,0.6331440467266041,0.836,0.05238320341483519,0.0
nyt,featurization,1,21,0.6331440467266041,0.8380000000000001,0.05192301994298868,0.0
nyt,featurization,1,22,0.6331440467266041,0.8320000000000001,0.05418486873657626,0.0
nyt,featurization,1,23,0.6331440467266041,0.8220000000000001,0.04489988864128729,0.0
nyt,featurization,1,24,0.6331440467266041,0.8240000000000001,0.053141321022345686,0.0
nyt,featurization,1,25,0.6331440467266041,0.836,0.06374950980203693,0.0
nyt,featurization,1,26,0.6331440467266041,0.828,0.06305553108173781,0.0
nyt,featurization,1,27,0.6331440467266041,0.8240000000000001,0.05276362383309169,0.0
nyt,featurization,1,28,0.6331440467266041,0.826,0.05238320341483519,0.0
nyt,featurization,1,29,0.6331440467266041,0.8300000000000001,0.05329165037789691,0.0
nyt,featurization,1,30,0.6331440467266041,0.826,0.050039984012787204,0.0
nyt,featurization,1,31,0.6331440467266041,0.8239999999999998,0.053141321022345686,0.0
nyt,featurization,1,32,0.6331440467266041,0.826,0.05499090833947009,0.0
nyt,featurization,1,33,0.6331440467266041,0.8240000000000001,0.06280127387243034,0.0
nyt,featurization,1,34,0.6331440467266041,0.818,0.06112282715974451,0.0
nyt,featurization,1,35,0.6331440467266041,0.8159999999999998,0.06343500610861484,0.0
nyt,featurization,1,36,0.6331440467266041,0.8139999999999998,0.06343500610861484,0.0
nyt,featurization,1,37,0.6373272389705831,0.8219999999999998,0.060794736614282675,0.0
nyt,featurization,1,38,0.6373272389705831,0.826,0.054626001134990665,0.0
nyt,featurization,1,39,0.6373272389705831,0.8299999999999998,0.0540370243444252,0.0
nyt,featurization,1,40,0.6373272389705831,0.8320000000000001,0.05153639490690051,0.0
nyt,featurization,1,41,0.6373272389705831,0.8300000000000001,0.04560701700396552,0.0
nyt,featurization,1,42,0.6373272389705831,0.8300000000000001,0.04560701700396552,0.0
nyt,featurization,1,43,0.6373272389705831,0.8299999999999998,0.0447213595499958,0.0
nyt,featurization,1,44,0.6448522633404641,0.8459999999999999,0.04363484845854286,0.0
nyt,featurization,1,45,0.6448522633404641,0.844,0.0467332857821917,0.0
nyt,featurization,1,46,0.6448522633404641,0.8280000000000001,0.05230678732248808,0.0
nyt,featurization,1,47,0.6448522633404641,0.8300000000000001,0.04516635916254485,0.0
nyt,featurization,1,48,0.6448522633404641,0.828,0.04874423042781576,0.0
nyt,featurization,1,49,0.6448522633404641,0.8320000000000001,0.04833218389437829,0.0
nyt,featurization,1,50,0.6448522633404641,0.8220000000000001,0.03544009029333869,0.0
nyt,baseline,2,1,0.28696276726578696,0.314,0.013564659966250548,0.0
nyt,baseline,2,2,0.28696276726578696,0.336,0.022449944320643643,0.0
nyt,baseline,2,3,0.42120360029844794,0.472,0.027129319932501072,0.0
nyt,baseline,2,4,0.48309507871283647,0.568,0.044452221541785734,0.0
nyt,baseline,2,5,0.48309507871283647,0.592,0.060794736614282675,0.0
nyt,baseline,2,6,0.48309507871283647,0.588,0.06112282715974452,0.0
nyt,baseline,2,7,0.48309507871283647,0.586,0.06499230723708767,0.0
nyt,baseline,2,8,0.49435594790024273,0.6159999999999999,0.0708801805866774,0.0
nyt,baseline,2,9,0.49435594790024273,0.624,0.0749933330370107,0.0
nyt,baseline,2,10,0.5037336889815857,0.6500000000000001,0.06572670690061992,0.0
nyt,baseline,2,11,0.5037336889815857,0.6539999999999999,0.061188234163113434,0.0
nyt,baseline,2,12,0.5037336889815857,0.66,0.057619441163551756,0.0
nyt,baseline,2,13,0.5037336889815857,0.6580000000000001,0.05741080037762931,0.0
nyt,baseline,2,14,0.5037336889815857,0.658,0.049152822909778016,0.0
nyt,baseline,2,15,0.5037336889815857,0.6619999999999999,0.04621688003316536,0.0
nyt,baseline,2,16,0.5037336889815857,0.692,0.046647615158762396,0.0
nyt,baseline,2,17,0.5037336889815857,0.69,0.046043457732885346,0.0
nyt,baseline,2,18,0.504340063366382,0.7000000000000001,0.055497747702046435,0.0
nyt,baseline,2,19,0.504340063366382,0.712,0.05381449618829484,0.0
nyt,baseline,2,20,0.504340063366382,0.696,0.043634848458542846,0.0
nyt,baseline,2,21,0.504340063366382,0.692,0.05114684741017769,0.0
nyt,baseline,2,22,0.5164929089950832,0.68,0.058991524815010514,0.0
nyt,baseline,2,23,0.5331091050994071,0.734,0.05388877434122992,0.0
nyt,baseline,2,24,0.5331091050994071,0.734,0.04882622246293481,0.0
nyt,baseline,2,25,0.5331091050994071,0.7220000000000001,0.052687759489277966,0.0
nyt,baseline,2,26,0.5331091050994071,0.712,0.047916594202843756,0.0
nyt,baseline,2,27,0.5331091050994071,0.7060000000000001,0.062161081071680224,0.0
nyt,baseline,2,28,0.5331091050994071,0.706,0.058172158288995954,0.0
nyt,baseline,2,29,0.5331091050994071,0.7,0.06480740698407862,0.0
nyt,baseline,2,30,0.5331091050994071,0.7300000000000001,0.058309518948453015,0.0
nyt,baseline,2,31,0.5331091050994071,0.726,0.04758150901348128,0.0
nyt,baseline,2,32,0.5331091050994071,0.734,0.052000000000000005,0.0
nyt,baseline,2,33,0.5331091050994071,0.7200000000000001,0.04774934554525329,0.0
nyt,baseline,2,34,0.5331091050994071,0.724,0.049234134500364686,0.0
nyt,baseline,2,35,0.5331091050994071,0.724,0.047581509013481287,0.0
nyt,baseline,2,36,0.5331091050994071,0.726,0.04498888751680798,0.0
nyt,baseline,2,37,0.5331091050994071,0.7200000000000001,0.04147288270665544,0.0
nyt,baseline,2,38,0.5331091050994071,0.718,0.05455272678794343,0.0
nyt,baseline,2,39,0.5331091050994071,0.714,0.055713553108736484,0.0
nyt,baseline,2,40,0.5331091050994071,0.72,0.05865151319446073,0.0
nyt,baseline,2,41,0.5331091050994071,0.708,0.058103356185335804,0.0
nyt,baseline,2,42,0.5632084017312085,0.7380000000000001,0.03709447398198281,0.0
nyt,baseline,2,43,0.5632084017312085,0.7380000000000001,0.03709447398198281,0.0
nyt,baseline,2,44,0.5942419775737726,0.7459999999999999,0.022449944320643667,0.0
nyt,baseline,2,45,0.5942419775737726,0.7419999999999999,0.029257477676655614,0.0
nyt,baseline,2,46,0.5942419775737726,0.7460000000000001,0.030066592756745846,0.0
nyt,baseline,2,47,0.5942419775737726,0.746,0.028705400188814675,0.0
nyt,baseline,2,48,0.5942419775737726,0.744,0.03261901286060017,0.0
nyt,baseline,2,49,0.5942419775737726,0.744,0.028705400188814675,0.0
nyt,baseline,2,50,0.5942419775737726,0.74,0.026076809620810618,0.0
nyt,prompting,2,1,0.06618974008628986,0.21200000000000002,0.009797958971132713,0.0
nyt,prompting,2,2,0.0742067980901579,0.20600000000000002,0.010198039027185567,0.0
nyt,prompting,2,3,0.14053953495681232,0.268,0.022271057451320082,0.0
nyt,prompting,2,4,0.2616104612061215,0.41000000000000003,0.022803508501982758,0.0
nyt,prompting,2,5,0.42414229483228666,0.598,0.016000000000000014,0.0
nyt,prompting,2,6,0.42414229483228666,0.596,0.018547236990991426,0.0
nyt,prompting,2,7,0.42414229483228666,0.5980000000000001,0.02039607805437116,0.0
nyt,prompting,2,8,0.450955587281958,0.6679999999999999,0.027129319932501072,0.0
nyt,prompting,2,9,0.48105356614436684,0.6700000000000002,0.03224903099319419,0.0
nyt,prompting,2,10,0.4863923254044109,0.6880000000000001,0.035440090293338694,0.0
nyt,prompting,2,11,0.4863923254044109,0.6880000000000001,0.03969886648255841,0.0
nyt,prompting,2,12,0.4863923254044109,0.692,0.045343136195018535,0.0
nyt,prompting,2,13,0.4863923254044109,0.6859999999999999,0.04029888335921976,0.0
nyt,prompting,2,14,0.4863923254044109,0.696,0.0397994974842648,0.0
nyt,prompting,2,15,0.4863923254044109,0.7,0.043358966777357594,0.0
nyt,prompting,2,16,0.4863923254044109,0.7,0.043358966777357594,0.0
nyt,prompting,2,17,0.5263898679221285,0.712,0.03762977544445356,0.0
nyt,prompting,2,18,0.5263898679221285,0.712,0.03762977544445356,0.0
nyt,prompting,2,19,0.5263898679221285,0.7299999999999999,0.030331501776206228,0.0
nyt,prompting,2,20,0.5263898679221285,0.728,0.027856776554368263,0.0
nyt,prompting,2,21,0.5263898679221285,0.734,0.030066592756745846,0.0
nyt,prompting,2,22,0.5263898679221285,0.734,0.030066592756745846,0.0
nyt,prompting,2,23,0.5263898679221285,0.732,0.03310589071449369,0.0
nyt,prompting,2,24,0.5263898679221285,0.7299999999999999,0.030983866769659325,0.0
nyt,prompting,2,25,0.5263898679221285,0.724,0.04270831300812524,0.0
nyt,prompting,2,26,0.5263898679221285,0.724,0.04270831300812524,0.0
nyt,prompting,2,27,0.5263898679221285,0.728,0.044,0.0
nyt,prompting,2,28,0.5263898679221285,0.7300000000000001,0.053665631459994964,0.0
nyt,prompting,2,29,0.5263898679221285,0.732,0.049558046773455475,0.0
nyt,prompting,2,30,0.5273733491047758,0.732,0.0448998886412873,0.0
nyt,prompting,2,31,0.5273733491047758,0.7300000000000001,0.048166378315169185,0.0
nyt,prompting,2,32,0.568150555498146,0.7420000000000001,0.03429285639896448,0.0
nyt,prompting,2,33,0.568150555498146,0.758,0.03919183588453084,0.0
nyt,prompting,2,34,0.568150555498146,0.7620000000000001,0.03370459909270546,0.0
nyt,prompting,2,35,0.568150555498146,0.7620000000000001,0.03187475490101848,0.0
nyt,prompting,2,36,0.568150555498146,0.7620000000000001,0.03187475490101848,0.0
nyt,prompting,2,37,0.568150555498146,0.7699999999999999,0.0447213595499958,0.0
nyt,prompting,2,38,0.568150555498146,0.7860000000000001,0.03006659275674581,0.0
nyt,prompting,2,39,0.5735467371300134,0.79,0.02898275349237885,0.0
nyt,prompting,2,40,0.5735467371300134,0.798,0.02315167380558042,0.0
nyt,prompting,2,41,0.5804552804544331,0.79,0.036878177829171535,0.0
nyt,prompting,2,42,0.5804552804544331,0.792,0.03969886648255842,0.0
nyt,prompting,2,43,0.5804552804544331,0.804,0.04270831300812524,0.0
nyt,prompting,2,44,0.5804552804544331,0.8,0.04049691346263317,0.0
nyt,prompting,2,45,0.5804552804544331,0.786,0.0471593044902064,0.0
nyt,prompting,2,46,0.5804552804544331,0.782,0.0457820925690384,0.0
nyt,prompting,2,47,0.5804552804544331,0.782,0.0457820925690384,0.0
nyt,prompting,2,48,0.5804552804544331,0.792,0.03919183588453085,0.0
nyt,prompting,2,49,0.5804552804544331,0.792,0.03919183588453085,0.0
nyt,prompting,2,50,0.5804552804544331,0.788,0.037094473981982824,0.0
nyt,clustering,2,1,0.06849495194215709,0.22600000000000003,0.01356465996625054,0.0
nyt,clustering,2,2,0.25709254479922566,0.356,0.022449944320643653,0.0
nyt,clustering,2,3,0.25709254479922566,0.38,0.05059644256269407,0.0
nyt,clustering,2,4,0.3013641140450842,0.462,0.025612496949731396,0.0
nyt,clustering,2,5,0.31347772948055785,0.472,0.017204650534085247,0.0
nyt,clustering,2,6,0.42648594703421416,0.5820000000000001,0.044899888641287286,0.0
nyt,clustering,2,7,0.42648594703421416,0.5840000000000001,0.04317406628984579,0.0
nyt,clustering,2,8,0.42648594703421416,0.58,0.03794733192202053,0.0
nyt,clustering,2,9,0.42648594703421416,0.5740000000000001,0.03498571136907178,0.0
nyt,clustering,2,10,0.42648594703421416,0.576,0.03720215047547653,0.0
nyt,clustering,2,11,0.42648594703421416,0.578,0.034871191548325374,0.0
nyt,clustering,2,12,0.4342792455760881,0.576,0.03720215047547654,0.0
nyt,clustering,2,13,0.4342792455760881,0.578,0.0370944739819828,0.0
nyt,clustering,2,14,0.5591618552659409,0.6839999999999999,0.0300665927567458,0.0
nyt,clustering,2,15,0.5591618552659409,0.6799999999999999,0.03033150177620618,0.0
nyt,clustering,2,16,0.57849660600722,0.6799999999999999,0.034641016151377525,0.0
nyt,clustering,2,17,0.5816279476444272,0.6839999999999999,0.033823069050575506,0.0
nyt,clustering,2,18,0.5816279476444272,0.6940000000000002,0.03322649545167228,0.0
nyt,clustering,2,19,0.5816279476444272,0.7020000000000001,0.030594117081556682,0.0
nyt,clustering,2,20,0.6501779492693169,0.8,0.01788854381999831,0.0
nyt,clustering,2,21,0.6585732681818994,0.798,0.020396078054371124,0.0
nyt,clustering,2,22,0.6585732681818994,0.792,0.01469693845669904,0.0
nyt,clustering,2,23,0.6795881355673382,0.82,0.02280350850198274,0.0
nyt,clustering,2,24,0.6795881355673382,0.8140000000000001,0.016248076809271893,0.0
nyt,clustering,2,25,0.6795881355673382,0.808,0.017204650534085226,0.0
nyt,clustering,2,26,0.6795881355673382,0.8119999999999999,0.017204650534085222,0.0
nyt,clustering,2,27,0.6795881355673382,0.8119999999999999,0.017204650534085222,0.0
nyt,clustering,2,28,0.6795881355673382,0.8200000000000001,0.014142135623730916,0.0
nyt,clustering,2,29,0.6795881355673382,0.8200000000000001,0.014142135623730916,0.0
nyt,clustering,2,30,0.6795881355673382,0.826,0.013564659966250505,0.0
nyt,clustering,2,31,0.6795881355673382,0.8240000000000001,0.0162480768092719,0.0
nyt,clustering,2,32,0.6795881355673382,0.834,0.02332380757938118,0.0
nyt,clustering,2,33,0.6795881355673382,0.8380000000000001,0.015999999999999976,0.0
nyt,clustering,2,34,0.6795881355673382,0.834,0.019595917942265405,0.0
nyt,clustering,2,35,0.6795881355673382,0.834,0.019595917942265405,0.0
nyt,clustering,2,36,0.6795881355673382,0.836,0.0162480768092719,0.0
nyt,clustering,2,37,0.6928006990841802,0.834,0.024166091947189126,0.0
nyt,clustering,2,38,0.6928006990841802,0.836,0.026532998322843185,0.0
nyt,clustering,2,39,0.6928006990841802,0.836,0.026532998322843185,0.0
nyt,clustering,2,40,0.6928006990841802,0.8400000000000001,0.016733200530681485,0.0
nyt,clustering,2,41,0.7120429056613558,0.85,0.010954451150103331,0.0
nyt,clustering,2,42,0.7120429056613558,0.8480000000000001,0.016000000000000014,0.0
nyt,clustering,2,43,0.7120429056613558,0.85,0.016733200530681527,0.0
nyt,clustering,2,44,0.7535659999973714,0.8779999999999999,0.024819347291981736,0.0
nyt,clustering,2,45,0.7535659999973714,0.8800000000000001,0.016733200530681527,0.0
nyt,clustering,2,46,0.7535659999973714,0.8800000000000001,0.021908902300206666,0.0
nyt,clustering,2,47,0.7535659999973714,0.884,0.018547236990991426,0.0
nyt,clustering,2,48,0.7535659999973714,0.8780000000000001,0.02315167380558047,0.0
nyt,clustering,2,49,0.7535659999973714,0.876,0.021540659228538036,0.0
nyt,clustering,2,50,0.7535659999973714,0.876,0.018547236990991426,0.0
nyt,featurization,2,1,0.09219077995253581,0.238,0.017204650534085257,0.0
nyt,featurization,2,2,0.2543705424163509,0.33399999999999996,0.03611094017053559,0.0
nyt,featurization,2,3,0.2630641649646731,0.34600000000000003,0.04270831300812524,0.0
nyt,featurization,2,4,0.40659617628242495,0.4959999999999999,0.05642694391866354,0.0
nyt,featurization,2,5,0.4428609550469932,0.614,0.05425863986500212,0.0
nyt,featurization,2,6,0.485395305909881,0.6759999999999999,0.05885575587824861,0.0
nyt,featurization,2,7,0.485395305909881,0.682,0.04308131845707603,0.0
nyt,featurization,2,8,0.485395305909881,0.6759999999999999,0.05885575587824861,0.0
nyt,featurization,2,9,0.485395305909881,0.6839999999999999,0.047999999999999994,0.0
nyt,featurization,2,10,0.49030921413418743,0.688,0.050358713248056686,0.0
nyt,featurization,2,11,0.5978019696952008,0.748,0.04534313619501851,0.0
nyt,featurization,2,12,0.6487600375687952,0.806,0.024166091947189126,0.0
nyt,featurization,2,13,0.6487600375687952,0.8059999999999998,0.03826225293941797,0.0
nyt,featurization,2,14,0.6487600375687952,0.808,0.03249615361854383,0.0
nyt,featurization,2,15,0.6487600375687952,0.806,0.02939387691339812,0.0
nyt,featurization,2,16,0.7575685779630488,0.8459999999999999,0.04270831300812524,0.0
nyt,featurization,2,17,0.7575685779630488,0.8480000000000001,0.042614551505325025,0.0
nyt,featurization,2,18,0.7575685779630488,0.8480000000000001,0.042614551505325025,0.0
nyt,featurization,2,19,0.7575685779630488,0.8480000000000001,0.042614551505325025,0.0
nyt,featurization,2,20,0.7575685779630488,0.8560000000000001,0.03929376540877701,0.0
nyt,featurization,2,21,0.7575685779630488,0.8620000000000001,0.04354308211415449,0.0
nyt,featurization,2,22,0.7684522078736544,0.8800000000000001,0.028982753492378905,0.0
nyt,featurization,2,23,0.7684522078736544,0.882,0.027856776554368263,0.0
nyt,featurization,2,24,0.7684522078736544,0.8860000000000001,0.024166091947189165,0.0
nyt,featurization,2,25,0.7684522078736544,0.876,0.024166091947189168,0.0
nyt,featurization,2,26,0.7684522078736544,0.874,0.02727636339397174,0.0
nyt,featurization,2,27,0.7684522078736544,0.8720000000000001,0.02400000000000002,0.0
nyt,featurization,2,28,0.7684522078736544,0.8720000000000001,0.02039607805437116,0.0
nyt,featurization,2,29,0.7684522078736544,0.8699999999999999,0.017888543819998333,0.0
nyt,featurization,2,30,0.7684522078736544,0.874,0.018547236990991426,0.0
nyt,featurization,2,31,0.7684522078736544,0.8779999999999999,0.017204650534085267,0.0
nyt,featurization,2,32,0.7684522078736544,0.876,0.016248076809271934,0.0
nyt,featurization,2,33,0.7684522078736544,0.8699999999999999,0.018973665961010293,0.0
nyt,featurization,2,34,0.7684522078736544,0.8640000000000001,0.013564659966250548,0.0
nyt,featurization,2,35,0.7684522078736544,0.866,0.016248076809271934,0.0
nyt,featurization,2,36,0.7684522078736544,0.8620000000000001,0.01720465053408527,0.0
nyt,featurization,2,37,0.7684522078736544,0.868,0.019390719429665332,0.0
nyt,featurization,2,38,0.7684522078736544,0.876,0.021540659228538036,0.0
nyt,featurization,2,39,0.7684522078736544,0.874,0.018547236990991426,0.0
nyt,featurization,2,40,0.7684522078736544,0.8720000000000001,0.02135415650406264,0.0
nyt,featurization,2,41,0.7684522078736544,0.874,0.018547236990991426,0.0
nyt,featurization,2,42,0.7684522078736544,0.876,0.01743559577416271,0.0
nyt,featurization,2,43,0.7684522078736544,0.874,0.016248076809271934,0.0
nyt,featurization,2,44,0.7684522078736544,0.874,0.016248076809271934,0.0
nyt,featurization,2,45,0.7684522078736544,0.876,0.021540659228538036,0.0
nyt,featurization,2,46,0.7684522078736544,0.876,0.013564659966250548,0.0
nyt,featurization,2,47,0.7684522078736544,0.876,0.016248076809271938,0.0
nyt,featurization,2,48,0.7684522078736544,0.8699999999999999,0.014142135623730963,0.0
nyt,featurization,2,49,0.7684522078736544,0.874,0.023323807579381222,0.0
nyt,featurization,2,50,0.7684522078736544,0.876,0.024166091947189165,0.0
amazon,baseline,0,1,0.14560116481397709,0.31,0.02097617696340303,0.0
amazon,baseline,0,2,0.2666155834920999,0.398,0.030594117081556713,0.0
amazon,baseline,0,3,0.2873055413408464,0.398,0.030594117081556713,0.0
amazon,baseline,0,4,0.34024869373494865,0.472,0.02481934729198171,1.0
amazon,baseline,0,5,0.4456482169292273,0.596,0.03382306905057552,2.0
amazon,baseline,0,6,0.4456482169292273,0.598,0.035440090293338694,2.0
amazon,baseline,0,7,0.4456482169292273,0.598,0.0331058907144937,2.0
amazon,baseline,0,8,0.4456482169292273,0.592,0.03709447398198281,2.0
amazon,baseline,0,9,0.4456482169292273,0.586,0.03322649545167229,2.0
amazon,baseline,0,10,0.4527496295323785,0.6319999999999999,0.04400000000000001,2.0
amazon,baseline,0,11,0.4527496295323785,0.634,0.04317406628984582,2.0
amazon,baseline,0,12,0.4527496295323785,0.64,0.04604345773288536,2.0
amazon,baseline,0,13,0.4527496295323785,0.6399999999999999,0.05403702434442518,2.0
amazon,baseline,0,14,0.4527496295323785,0.646,0.050039984012787204,2.0
amazon,baseline,0,15,0.4527496295323785,0.648,0.050358713248056686,2.0
amazon,baseline,0,16,0.4527496295323785,0.6659999999999999,0.044988887516807956,2.0
amazon,baseline,0,17,0.4527496295323785,0.662,0.04118252056394799,2.0
amazon,baseline,0,18,0.4527496295323785,0.6599999999999999,0.039999999999999994,2.0
amazon,baseline,0,19,0.4527496295323785,0.654,0.03006659275674581,2.0
amazon,baseline,0,20,0.4628290587767817,0.6660000000000001,0.036660605559646724,2.0
amazon,baseline,0,21,0.4628290587767817,0.668,0.03310589071449369,2.0
amazon,baseline,0,22,0.4628290587767817,0.6719999999999999,0.03867815921162743,2.0
amazon,baseline,0,23,0.4628290587767817,0.6719999999999999,0.03867815921162743,2.0
amazon,baseline,0,24,0.4841952018695457,0.694,0.04127953488110058,2.0
amazon,baseline,0,25,0.4841952018695457,0.6900000000000001,0.043358966777357594,2.0
amazon,baseline,0,26,0.48767508704641427,0.6920000000000001,0.04791659420284376,2.0
amazon,baseline,0,27,0.48767508704641427,0.688,0.05035871324805669,2.0
amazon,baseline,0,28,0.48767508704641427,0.7,0.034058772731852795,2.0
amazon,baseline,0,29,0.48767508704641427,0.702,0.026381811916545834,2.0
amazon,baseline,0,30,0.48767508704641427,0.7060000000000001,0.031999999999999994,2.0
amazon,baseline,0,31,0.5171521436075224,0.732,0.044899888641287335,3.0
amazon,baseline,0,32,0.5171521436075224,0.726,0.04127953488110062,3.0
amazon,baseline,0,33,0.5171521436075224,0.726,0.043174066289845846,3.0
amazon,baseline,0,34,0.5171521436075224,0.722,0.047916594202843756,3.0
amazon,baseline,0,35,0.5171521436075224,0.72,0.04690415759823429,3.0
amazon,baseline,0,36,0.523362356537876,0.73,0.049396356140913894,3.0
amazon,baseline,0,37,0.523362356537876,0.728,0.04915282290977805,3.0
amazon,baseline,0,38,0.523362356537876,0.728,0.04833218389437831,3.0
amazon,baseline,0,39,0.523362356537876,0.732,0.0470744091837593,3.0
amazon,baseline,0,40,0.523362356537876,0.736,0.044090815370097215,3.0
amazon,baseline,0,41,0.523362356537876,0.73,0.04857983120596449,3.0
amazon,baseline,0,42,0.523362356537876,0.728,0.0511468474101777,3.0
amazon,baseline,0,43,0.523362356537876,0.736,0.05238320341483516,3.0
amazon,baseline,0,44,0.523362356537876,0.73,0.04816637831516916,3.0
amazon,baseline,0,45,0.523362356537876,0.732,0.041182520563948034,3.0
amazon,baseline,0,46,0.523362356537876,0.7339999999999999,0.04029888335921981,3.0
amazon,baseline,0,47,0.523362356537876,0.73,0.036878177829171584,3.0
amazon,baseline,0,48,0.523362356537876,0.736,0.030066592756745846,3.0
amazon,baseline,0,49,0.523362356537876,0.732,0.04166533331199932,3.0
amazon,baseline,0,50,0.523362356537876,0.7300000000000001,0.03521363372331802,3.0
amazon,prompting,0,1,0.10152892814020875,0.22000000000000003,0.008944271909999166,0.0
amazon,prompting,0,2,0.10152892814020875,0.22200000000000003,0.00979795897113272,0.0
amazon,prompting,0,3,0.1853366289771874,0.264,0.01019803902718558,0.0
amazon,prompting,0,4,0.2127813331778651,0.342,0.011661903789690588,0.0
amazon,prompting,0,5,0.2127813331778651,0.332,0.02227105745132009,0.0
amazon,prompting,0,6,0.21279479147521604,0.344,0.03555277766926237,0.0
amazon,prompting,0,7,0.21279479147521604,0.354,0.034985711369071804,0.0
amazon,prompting,0,8,0.21279479147521604,0.34600000000000003,0.04270831300812524,0.0
amazon,prompting,0,9,0.21279479147521604,0.35,0.04049691346263317,0.0
amazon,prompting,0,10,0.27268313545683787,0.41600000000000004,0.04317406628984582,0.0
amazon,prompting,0,11,0.27268313545683787,0.398,0.03815756805667782,0.0
amazon,prompting,0,12,0.27268313545683787,0.422,0.030594117081556717,0.0
amazon,prompting,0,13,0.3225713024671736,0.502,0.06764613810115104,2.0
amazon,prompting,0,14,0.3225713024671736,0.5079999999999999,0.06337191807101943,2.0
amazon,prompting,0,15,0.3225713024671736,0.506,0.0646838465151849,2.0
amazon,prompting,0,16,0.34001860846530996,0.5,0.06387487769068526,2.0
amazon,prompting,0,17,0.34001860846530996,0.49399999999999994,0.04317406628984582,2.0
amazon,prompting,0,18,0.34001860846530996,0.5,0.05099019513592784,2.0
amazon,prompting,0,19,0.34001860846530996,0.532,0.04308131845707603,2.0
amazon,prompting,0,20,0.34001860846530996,0.536,0.0488262224629348,2.0
amazon,prompting,0,21,0.34001860846530996,0.538,0.03969886648255842,2.0
amazon,prompting,0,22,0.34001860846530996,0.532,0.040199502484483535,2.0
amazon,prompting,0,23,0.34001860846530996,0.5559999999999999,0.04758150901348127,2.0
amazon,prompting,0,24,0.34001860846530996,0.5640000000000001,0.04758150901348127,2.0
amazon,prompting,0,25,0.34001860846530996,0.576,0.05425863986500215,2.0
amazon,prompting,0,26,0.34001860846530996,0.566,0.048414873747640814,2.0
amazon,prompting,0,27,0.34001860846530996,0.5519999999999999,0.045343136195018535,2.0
amazon,prompting,0,28,0.34001860846530996,0.556,0.05238320341483518,2.0
amazon,prompting,0,29,0.34001860846530996,0.566,0.05462600113499066,2.0
amazon,prompting,0,30,0.34001860846530996,0.568,0.05491812087098393,2.0
amazon,prompting,0,31,0.34001860846530996,0.5740000000000001,0.058855755878248664,2.0
amazon,prompting,0,32,0.34001860846530996,0.572,0.05455272678794343,2.0
amazon,prompting,0,33,0.34001860846530996,0.554,0.055353410012392176,2.0
amazon,prompting,0,34,0.34001860846530996,0.5539999999999999,0.052763623833091675,2.0
amazon,prompting,0,35,0.34001860846530996,0.5559999999999999,0.052000000000000005,2.0
amazon,prompting,0,36,0.34001860846530996,0.568,0.05844655678480983,2.0
amazon,prompting,0,37,0.34001860846530996,0.5660000000000001,0.056071383075504744,2.0
amazon,prompting,0,38,0.34001860846530996,0.556,0.05314132102234567,2.0
amazon,prompting,0,39,0.34001860846530996,0.5660000000000001,0.06437390775772432,2.0
amazon,prompting,0,40,0.34001860846530996,0.586,0.07337574531137654,2.0
amazon,prompting,0,41,0.34001860846530996,0.588,0.06462197768561403,2.0
amazon,prompting,0,42,0.34001860846530996,0.5980000000000001,0.0567097875150313,2.0
amazon,prompting,0,43,0.34001860846530996,0.6,0.054037024344425186,2.0
amazon,prompting,0,44,0.3735017946117568,0.586,0.052763623833091675,2.0
amazon,prompting,0,45,0.3735017946117568,0.5820000000000001,0.05230678732248808,2.0
